18:49:40 | INFO | base_ammeter.py:31 | GreenleeAmmeter is running on port 5000
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55841)
18:49:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 3.5660267256725886V, Resistance: 64.91777041785618Ω, Current: 0.054931441771939274A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55842)
18:49:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 2.5151224592352253V, Resistance: 88.08888796898242Ω, Current: 0.02855209683338087A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55843)
18:49:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 4.939594561732404V, Resistance: 72.11726367045299Ω, Current: 0.06849392656249928A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55844)
18:49:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 8.411526093542507V, Resistance: 39.65792191843044Ω, Current: 0.21210203880182066A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55845)
18:49:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 7.981221544772019V, Resistance: 67.45466537986702Ω, Current: 0.11831978558971769A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55846)
18:49:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 3.154003111577416V, Resistance: 23.379087185747792Ω, Current: 0.13490702551894923A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55847)
18:49:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 5.675949799890605V, Resistance: 10.81853164301363Ω, Current: 0.5246506630644288A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55848)
18:49:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 7.636272874523625V, Resistance: 46.4301433811393Ω, Current: 0.16446800113965632A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55849)
