19:00:28 | INFO | base_ammeter.py:31 | CircutorAmmeter is running on port 5002
19:00:31 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 57131)
19:00:31 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.6469694916324815, 0.92008189648186, 0.5863320023082833, 0.7769345768242509, 0.8538214668381034, 0.4272891830237009, 0.8238839584877088, 0.8072344106813886, 0.11755599051594397, 0.5587162739359541], Time Step: 0.00852590378549971s
19:00:31 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.05557882572678453A
19:00:31 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 57132)
19:00:31 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.6731127521392247, 0.8056886002707907, 0.9619153363279989, 0.8177306137702012, 0.4372755191708171, 0.26500122519634384, 0.15592743915873258, 0.3084029201869474, 0.297738869596225, 0.518460253013662], Time Step: 0.00548608949576595s
19:00:31 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.028753985929165657A
19:00:31 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 57133)
19:00:31 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.11323426124862052, 0.22139564275196616, 0.6603975506153735, 0.3573346940895451, 0.30617964398337333, 0.3730294023151094, 0.534597026595735, 0.797335528934104, 0.922352035436457, 0.9633909401177292], Time Step: 0.007691049569983786s
19:00:31 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.04037221677541801A
19:00:31 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 57134)
19:00:31 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.9229014771670097, 0.7520569280335405, 0.8972005132245803, 0.8848647812501264, 0.3193638083962491, 0.6577147284014169, 0.9984049511948493, 0.7310165889906584, 0.17540646114303454, 0.7731822936147325], Time Step: 0.00624517449787808s
19:00:31 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.04441638380723956A
19:00:31 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 57135)
