01:18:00 | INFO | base_ammeter.py:31 | CircutorAmmeter is running on port 5002
01:18:03 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 62314)
01:18:03 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.5508064481043101, 0.34725277447628644, 0.6128598676249384, 0.3099217615385934, 0.7722334585545597, 0.7161633182555761, 0.8459366629968833, 0.6680948491298221, 0.44250779738526713, 0.7684422801833866], Time Step: 0.008964105197258605s
01:18:03 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.0540913758557092A
01:18:03 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 62315)
01:18:03 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.5772292715484605, 0.6680149926828542, 0.39097026787920497, 0.20709487310685976, 0.3678811814971379, 0.2936005564326472, 0.632554697498978, 0.8177680783900858, 0.4498042696438378, 0.2675417082249194], Time Step: 0.0047946747494707394s
01:18:03 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.02240292548560499A
01:18:03 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 62316)
01:18:03 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.6927888518923548, 0.9621050465246601, 0.3407321729393392, 0.42400733908278787, 0.8569460698767916, 0.6787690481458033, 0.19822836978600084, 0.7039875190057048, 0.9508517444563834, 0.7255180896108504], Time Step: 0.009499733850660712s
01:18:03 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.06207063638526248A
01:18:03 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 62317)
01:18:03 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.20459482256178507, 0.375686984721631, 0.6629337608626426, 0.9761860850134619, 0.2834221770985135, 0.34379202934652675, 0.20457532372265452, 0.6717297925854857, 0.7311557732866854, 0.9913013662831259], Time Step: 0.007546494947856852s
01:18:03 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.04109351843765904A
01:18:03 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 62318)
01:18:03 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.5817849607820952, 0.24161364294094487, 0.4808729610419974, 0.6378976559249223, 0.901744210192652, 0.6693603500225395, 0.9221123681383342, 0.5617803503386205, 0.8915373320003838, 0.6788485149492443], Time Step: 0.0011549831238620832s
01:18:03 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.00758541212509398A
01:18:03 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 62319)
01:18:03 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.5922424822874891, 0.12337452240848673, 0.4954939079449435, 0.5575121870929463, 0.47191053339254274, 0.5564860891090234, 0.35756547041798126, 0.8358705391206293, 0.4578869914066276, 0.8403594720999701], Time Step: 0.007724247812397115s
01:18:03 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.040851246362316296A
