18:49:40 | INFO | base_ammeter.py:31 | CircutorAmmeter is running on port 5002
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55941)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.8964007921332828, 0.4760236049638261, 0.8095937017680785, 0.5033465457167564, 0.9101307454211031, 0.2955081655805599, 0.42294664800586357, 0.41686214114684816, 0.6549212817876378, 0.16192669808748794], Time Step: 0.006436165588176463s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.03570566047615604A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55942)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.387438329070214, 0.8676596616921446, 0.36688859032280696, 0.18119379956618908, 0.7490639030602311, 0.2781109315707514, 0.20436941286874089, 0.9647872759311293, 0.6299119299067616, 0.8450172183686825], Time Step: 0.004948177716135319s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.027088507223572516A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55943)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.5009531960845012, 0.7990439192182298, 0.33322987794426595, 0.5046475664356591, 0.8674284859357283, 0.13085962092838924, 0.8445950361940707, 0.14192987477137775, 0.26878957945540805, 0.6296727938172306], Time Step: 0.004162241280460253s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.020899237600537714A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55944)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.7539012947040434, 0.7931876233037587, 0.9315972124335203, 0.6016442800710128, 0.730073526554249, 0.26131438438685, 0.9917504403634997, 0.2226917340911403, 0.7112355138510419, 0.2629654513698162], Time Step: 0.0038504161202402355s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.024104996688461555A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55945)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.6043667555623705, 0.7010162335295835, 0.3419997476696038, 0.9432189724480677, 0.5794341729564161, 0.3660802854558356, 0.795192278505342, 0.9928132788976647, 0.15455029794677402, 0.6353151071051002], Time Step: 0.004817844769077534s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.029456240912847678A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55946)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.3349746138105234, 0.9353741726765906, 0.613860721878105, 0.17248242120393265, 0.1296594149336505, 0.8725988133899524, 0.3879919160016153, 0.6088343688342357, 0.16353344429511685, 0.5195482803607274], Time Step: 0.005029728516683831s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.02383517006101365A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55947)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.28726080791414416, 0.3615631362965983, 0.33654953453002046, 0.3605133720276763, 0.34043524842632883, 0.49881928563755473, 0.9794134624865081, 0.7976578283466011, 0.9986864169657673, 0.11124585018098854], Time Step: 0.006834199435136134s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.034664050103095645A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55948)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.5763000770968807, 0.71973294913953, 0.10647398562296928, 0.8024446652349855, 0.2097951365894512, 0.40078640967867074, 0.6923967103131041, 0.5470923534085685, 0.1301878754013862, 0.9561288444275438], Time Step: 0.007210893251155207s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.03707364674685061A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55949)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.958125722923295, 0.5715746475505972, 0.1297912246616431, 0.9214706210512665, 0.6939433041604777, 0.7588578579818522, 0.4305633205437659, 0.4973494299876503, 0.4482747339668418, 0.9996781187502201], Time Step: 0.008387765638943225s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.05376246573005134A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55950)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.8760018672910558, 0.6796555523426479, 0.38700063682578356, 0.622264760283438, 0.7552262227610312, 0.15173739341610512, 0.5799006048219939, 0.8305803783749649, 0.7032463930087561, 0.8780728552867102], Time Step: 0.0021765335912796667s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.0140684311486002A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55951)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.3254676187469772, 0.49412278242337626, 0.42994699933218594, 0.8013727658935292, 0.6954907640560378, 0.6769865602914628, 0.677706293908497, 0.42778925650290456, 0.5510376737548192, 0.5965955543304096], Time Step: 0.00497714644239162s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.02825285275462701A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55952)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.24870211030135492, 0.5405895132325588, 0.1778465375034835, 0.30360791100263096, 0.9635441654536726, 0.28898889322501065, 0.7937259087617716, 0.30932269295982445, 0.8527009880986782, 0.4368019916020529], Time Step: 0.0068393573656098435s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.03362112298917289A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55953)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.8361523592234322, 0.2877767681634701, 0.3043745478212075, 0.9672899356763147, 0.7490824805762859, 0.4289419591777077, 0.17889893695388026, 0.6926589476468564, 0.41335438917465384, 0.9056376433951258], Time Step: 0.0027567857147940025s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.015890575911328843A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55954)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.6109322153867102, 0.8117458415379923, 0.26920579322327176, 0.6650084066035509, 0.6990927626194257, 0.2837238675018742, 0.35046785790120305, 0.37171298209569104, 0.260016477537346, 0.2970911611830806], Time Step: 0.006412986594974714s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.029621568187753123A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55955)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.9540718659822178, 0.5483507419951777, 0.31823921184599246, 0.3261181901557565, 0.6678480681740322, 0.888724423790815, 0.7279178562967595, 0.6050872626339665, 0.8062183692857043, 0.33069358553310363], Time Step: 0.004402978094635322s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.027180770714057282A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55956)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.6855202515884118, 0.3113547769819561, 0.823873897294331, 0.5248031236450407, 0.5401109018667907, 0.9752282686285119, 0.5643899532677426, 0.29925219837872613, 0.49205406725335676, 0.5834950072382289], Time Step: 0.004544356045977072s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.02635763973129587A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55957)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.9456788982099421, 0.5854003709025116, 0.9818896510522969, 0.18933356104636467, 0.7033478575208304, 0.600702982813064, 0.9757924225256498, 0.6065970822939551, 0.7455321841995326, 0.7806736184758334], Time Step: 0.009851256066869575s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.07009118084729547A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55958)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.2938053700743549, 0.219864997404216, 0.8249165616229462, 0.31962034760170577, 0.9698527518031228, 0.9689043126566026, 0.26695950610916125, 0.8127605235927731, 0.8568541068470281, 0.586008298699427], Time Step: 0.00401566888803927s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.024574073598936017A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55959)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.601202823098957, 0.9228752856407882, 0.8264591641222165, 0.5469059488724718, 0.2947537457792094, 0.7681524427224875, 0.8690228352465617, 0.5411021020095348, 0.7184079906231844, 0.7980912222272823], Time Step: 0.007915026682556555s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.05451057949217393A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55960)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.38475502642879456, 0.31491407124387816, 0.2653247280925646, 0.5910156094615883, 0.9849945455028349, 0.8943131828520942, 0.1831200915419774, 0.4102766122246668, 0.7144797106799133, 0.6657793300125606], Time Step: 0.0018370541239556173s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.009936575987080693A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55961)
18:49:43 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.3989078708605319, 0.987420848123549, 0.5621773932256615, 0.21747749908913977, 0.5422571766546268, 0.5136116846442832, 0.8148357849472416, 0.4950254945059631, 0.6089534268633817, 0.8773378789851098], Time Step: 0.0014682738662652292s
18:49:43 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.008836079553565787A
18:49:43 | INFO | base_ammeter.py:39 | Connected by ('127.0.0.1', 55962)
