22:34:01 | INFO | base_ammeter.py:19 | CircutorAmmeter is running on port 5002
22:34:17 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 64990)
22:34:17 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.1167362147087663, 0.9456445262588477, 0.7201082608624149, 0.4762519519251086, 0.8818152156095569, 0.809332165485214, 0.8873997959154679, 0.15138309241403192, 0.34290324078991796, 0.2252194731782143], Time Step: 0.0030465230938783827s
22:34:17 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.016928901057443362A
22:34:17 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 64991)
22:34:17 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.4559489992105793, 0.3052315174836878, 0.4367906309438223, 0.11541620752592283, 0.919942579193607, 0.4274116978208239, 0.3229261159862027, 0.8510579335207239, 0.647272699503594, 0.9551646522986236], Time Step: 0.007624155598711637s
22:34:17 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.04145377698287234A
22:34:17 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 64992)
22:34:17 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.6681884145140434, 0.6475334273130868, 0.5559042624451344, 0.803224168428003, 0.9868197270500206, 0.21998829372643877, 0.19883851363351424, 0.4564799714042729, 0.5217805233668045, 0.3042967329721289], Time Step: 0.0047822539628742744s
22:34:17 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.025647486411286766A
22:34:18 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 64993)
22:34:18 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.4145580259219852, 0.2526884040415207, 0.5158554079115859, 0.8619015492226362, 0.2383278792985617, 0.1890996962111759, 0.9456918737522935, 0.37953634651376467, 0.6390767491159892, 0.3743154353551441], Time Step: 0.00517655011396921s
22:34:18 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.02490464850393971A
22:34:18 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 64994)
22:34:18 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.7604682181045537, 0.9720693896581777, 0.3922386296907625, 0.7039554422819718, 0.5382909477897279, 0.19992216206448088, 0.18557410325864782, 0.10272563509036686, 0.664064397880047, 0.8077364825189106], Time Step: 0.003522999754893498s
22:34:18 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.018767179667880062A
22:34:18 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 64996)
22:34:18 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.3343695843257509, 0.6475616558335596, 0.3146382278673125, 0.26661564487011935, 0.36462856376216135, 0.7636738184596937, 0.8654020355768626, 0.8109531562479052, 0.8661456240180242, 0.34925567411805625], Time Step: 0.009237089947416639s
22:34:18 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.051572926888551765A
22:34:18 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 64997)
22:34:18 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.7235814064288975, 0.8175826470783583, 0.4117535443908986, 0.7362153194631088, 0.22814283193040702, 0.475970380222559, 0.28608799605417834, 0.39620657667541015, 0.7776004802418806, 0.3695555740016401], Time Step: 0.0011962991122690023s
22:34:18 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.006247907493436002A
22:34:18 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 64998)
22:34:18 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.4965223032921324, 0.546413942465596, 0.6975535358415017, 0.6784823149166451, 0.889947990157178, 0.4563695602828379, 0.8326046454751065, 0.8329021551209118, 0.4694455435376135, 0.6483214431988257], Time Step: 0.0012347010067023524s
22:34:18 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.008085517864770039A
22:34:18 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 64999)
