22:16:51 | INFO | base_ammeter.py:19 | GreenleeAmmeter is running on port 5000
22:16:56 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50891)
22:16:56 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 4.487240216296815V, Resistance: 99.44117038594094Ω, Current: 0.04512457163246768A
22:16:56 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50892)
22:16:56 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 2.7389245775289632V, Resistance: 20.825402359422366Ω, Current: 0.1315184470512642A
22:16:56 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50893)
22:16:56 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 5.237396401418559V, Resistance: 39.36308234086242Ω, Current: 0.13305351334190796A
22:16:56 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50895)
22:16:56 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 1.371071619618799V, Resistance: 93.95209340759607Ω, Current: 0.014593305693260342A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50896)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 6.569139660063483V, Resistance: 53.93834236383114Ω, Current: 0.12178979501729147A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50897)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 5.059424725302108V, Resistance: 70.70116288852854Ω, Current: 0.07156070025720912A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50898)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 2.004895247803581V, Resistance: 99.6464854712392Ω, Current: 0.020120079883622695A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50899)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 8.303093657082997V, Resistance: 13.928759798105936Ω, Current: 0.5961114828193153A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50900)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 5.96273052141949V, Resistance: 31.827163401482956Ω, Current: 0.1873472180414816A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50901)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 3.885134486450994V, Resistance: 91.12393085493724Ω, Current: 0.042635720935215685A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50902)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 6.484208753928333V, Resistance: 91.07792327071208Ω, Current: 0.07119407778606497A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50903)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 5.820952195463864V, Resistance: 50.56621152825824Ω, Current: 0.11511545001173172A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50905)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 7.017189290886896V, Resistance: 9.294576888612687Ω, Current: 0.754976732666987A
22:16:57 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 50906)
22:16:57 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 9.648627017324614V, Resistance: 90.55369943343564Ω, Current: 0.10655143939665483A
