22:31:22 | INFO | base_ammeter.py:19 | EntesAmmeter is running on port 5001
22:31:32 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 60842)
22:31:32 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.09123684107108235T, Calibration Factor: 1047.3228792949774, Current: 95.55443108834422A
22:31:32 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 60843)
22:31:32 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.09355869210140524T, Calibration Factor: 699.550049745526, Current: 65.4489877136644A
22:31:32 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 60844)
22:31:32 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.055221336552996825T, Calibration Factor: 1667.3181800562413, Current: 92.07153836181585A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 60845)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.07240892337048722T, Calibration Factor: 1338.7167496014795, Current: 96.93503853668126A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 60847)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.019886081205836483T, Calibration Factor: 1535.0930639377043, Current: 30.526985327981524A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 60848)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.0640161069417716T, Calibration Factor: 1545.6992028948691, Current: 98.94964547232905A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 60849)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.05119977153089138T, Calibration Factor: 676.0489678234541, Current: 34.61355269625579A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 60850)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.05425494220878424T, Calibration Factor: 1477.6346518367056, Current: 80.16898264109749A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56398)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.032910875097135785T, Calibration Factor: 1330.4670969578306, Current: 43.786836448828005A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56399)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.0954995446755922T, Calibration Factor: 1543.7564220913878, Current: 147.42803539974886A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56400)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.04383580827451024T, Calibration Factor: 1093.046875464664, Current: 47.91459326792148A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56401)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.060586027091500655T, Calibration Factor: 1184.0993187944864, Current: 71.73987340751023A
22:31:33 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56402)
22:31:33 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.07437074467100219T, Calibration Factor: 1991.4116007507519, Current: 148.1027636943059A
22:31:34 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56404)
22:31:34 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.09277204864350344T, Calibration Factor: 582.6079857355949, Current: 54.04973639275617A
22:31:34 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56405)
22:31:34 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.02247238495049038T, Calibration Factor: 734.1309759214257, Current: 16.49767389498546A
22:31:34 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56406)
22:31:34 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.015503964750158732T, Calibration Factor: 957.6611076182605, Current: 14.847544055111479A
22:31:34 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56407)
22:31:34 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.06711948215936213T, Calibration Factor: 516.3444039300535, Current: 34.6567690076697A
22:31:34 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56408)
22:31:34 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.023329909610014823T, Calibration Factor: 1975.881576855105, Current: 46.09713858812316A
22:31:34 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56409)
22:31:34 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.030135918494491203T, Calibration Factor: 1960.8982678284901, Current: 59.09347037526836A
22:31:34 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56410)
22:31:34 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.09883596310773227T, Calibration Factor: 1538.7955545821496, Current: 152.08834066302376A
22:31:34 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56411)
22:31:34 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.014757196463221482T, Calibration Factor: 937.2121137025189, Current: 13.83062328961914A
22:31:34 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 56412)
