23:14:32 | INFO | base_ammeter.py:23 | CircutorAmmeter is running on port 5002
23:14:47 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 61287)
23:14:47 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.6156164331186921, 0.8843692378552869, 0.3482676392450377, 0.5413711414902366, 0.8819069321541163, 0.7949524264657969, 0.3671059312158971, 0.8533221249639267, 0.8655162540783595, 0.6671028099123163], Time Step: 0.004922378449970613s
23:14:47 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.0335683120911996A
23:14:47 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 55819)
23:14:47 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.925677749186601, 0.6668250873429743, 0.21280848831454052, 0.9216636118645226, 0.6886568825032745, 0.13335420785468105, 0.7506571002450716, 0.5920192086951611, 0.8007273470911515, 0.1488927521997183], Time Step: 0.009923618141550974s
23:14:47 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.05796665634484327A
23:14:47 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 55820)
23:14:47 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.617413513475485, 0.4014979303334215, 0.6121024418216531, 0.6557268446542289, 0.6340652180309945, 0.5437639519492702, 0.4959585188514559, 0.45356399978583595, 0.5857897699368356, 0.8697464814713681], Time Step: 0.00810472953257246s
23:14:47 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.04757175282949993A
23:14:47 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 55821)
23:14:47 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.21953918061366556, 0.22519746910470373, 0.18273607309367138, 0.7440542854366164, 0.35839644352956124, 0.7672870161280271, 0.5774450243597391, 0.996505338549782, 0.5733150150754445, 0.72727499672959], Time Step: 0.0030348995905683765s
23:14:47 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.016302724432905202A
23:14:48 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 55822)
23:14:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.6012751084205059, 0.7045505043571907, 0.8431776236897749, 0.5013092706180902, 0.8748932798001193, 0.9229357201309283, 0.13144835052911524, 0.733388075076552, 0.489032392816125, 0.7652008248281401], Time Step: 0.0052667428807338145s
23:14:48 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.03458781257194203A
23:14:48 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 55823)
23:14:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.4500241317844216, 0.10273423820117701, 0.6524760499951248, 0.7838033401728495, 0.5030116136845408, 0.3413420452719058, 0.1829490560508889, 0.691490796642762, 0.14940373353765884, 0.8020172457370274], Time Step: 0.004741738394698516s
23:14:48 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.022092955289523736A
23:14:48 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 55824)
23:14:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.27581627241228107, 0.5153150316716033, 0.1154833562223958, 0.5750860830616071, 0.4066288886524615, 0.2732235459529428, 0.72545423612219, 0.6710472322062986, 0.11789596792657082, 0.8519638169988668], Time Step: 0.007750576112633032s
