00:09:37 | INFO | base_ammeter.py:26 | CircutorAmmeter is running on port 5002
00:09:48 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 62585)
00:09:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.4538155524810462, 0.3631398998173787, 0.15654006102940804, 0.3954486733698115, 0.7784214730804359, 0.34793177589969315, 0.3712922465560118, 0.11926322127306917, 0.21498996973413553, 0.36332086674689945], Time Step: 0.004944499120242217s
00:09:48 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.01762300447676933A
00:09:48 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 62586)
00:09:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.1593999080064425, 0.40359236185555314, 0.9654307571757719, 0.6801931411384466, 0.10711954288532308, 0.6124647929271879, 0.1488499322977188, 0.3422071748054222, 0.37429398544612846, 0.7385737111634268], Time Step: 0.007388207432049078s
00:09:48 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.033484281881337355A
00:09:48 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 62588)
00:09:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.9972737630610715, 0.20220115451519372, 0.4264146895453286, 0.31988666441287716, 0.5215659180003527, 0.31028091862790397, 0.9429614744864018, 0.658188504659555, 0.5699338364143993, 0.8536376520129169], Time Step: 0.006278015267586762s
00:09:48 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.036427207834269844A
00:09:49 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 62589)
00:09:49 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.4336536115564513, 0.23678738744026312, 0.6167260436381913, 0.11627994846176747, 0.22163166361546865, 0.17367993619195715, 0.7271892266634242, 0.7091399914888983, 0.7497077121682929, 0.22318413768838047], Time Step: 0.00863738164972439s
00:09:49 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.03634592628830947A
00:09:49 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 62590)
00:09:49 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.8037735601577611, 0.23747880270636995, 0.9432598468310577, 0.9021343714378185, 0.21596038227040712, 0.8801872957104157, 0.4337030117425664, 0.26898244054555437, 0.30388668331858537, 0.5394070308492044], Time Step: 0.0034137246073397414s
00:09:49 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.018873709891273457A
00:09:49 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 62591)
00:09:49 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.8374532624726649, 0.5326603619378836, 0.5086430063304099, 0.6286592599180385, 0.3383929680637743, 0.5616012780882774, 0.945971232697745, 0.6668889635335352, 0.9832960072980603, 0.9196648949275257], Time Step: 0.00505812798879918s
00:09:49 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.03501858968403736A
00:09:49 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 62592)
00:09:49 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.9917659292041475, 0.6575826041949921, 0.6545179065951252, 0.8319537273083173, 0.696915484839854, 0.4186273372047783, 0.6218559503030605, 0.12351967400096475, 0.7860495674674263, 0.8971687048383448], Time Step: 0.00223424326622536s
00:09:49 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.014924648691125177A
00:09:49 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 62593)
