00:11:11 | INFO | base_ammeter.py:26 | CircutorAmmeter is running on port 5002
00:11:22 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 51963)
00:11:22 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.4094732625526889, 0.35343238290774304, 0.6605784080174251, 0.7218126375311106, 0.7100073461209525, 0.6612800461984774, 0.32289428738730086, 0.7875445866292629, 0.3307251757891233, 0.6929933504869213], Time Step: 0.005196659179071009s
00:11:22 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.029364977599416427A
00:11:22 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 51964)
00:11:22 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.5470760747488196, 0.16396336948690834, 0.21905293961102695, 0.2327520250195773, 0.1441749834402023, 0.7641193546789701, 0.4984126484368976, 0.14473227849008719, 0.20937625497122148, 0.5434468137456026], Time Step: 0.00279457286116407s
00:11:22 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.00968908240971084A
00:11:22 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 51965)
00:11:22 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.3778273304207146, 0.2829968940452139, 0.7954043364074266, 0.49515053263054165, 0.6356106566199657, 0.1820758927131636, 0.26962989552850253, 0.42861493412315466, 0.5425053820603222, 0.7886603600350254], Time Step: 0.0012006781672443845s
00:11:22 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.0057614256268925254A
00:11:22 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 51966)
00:11:22 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.14351229700522972, 0.5155553523725093, 0.9773831453147415, 0.4203398903717339, 0.13280879312517455, 0.4627607997935138, 0.8702557561866734, 0.5254593044464002, 0.25365568630355334, 0.9053724314013135], Time Step: 0.0014955746556829584s
00:11:22 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.007787611958792588A
00:11:22 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 51967)
00:11:22 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.8950880255476299, 0.8147089112363044, 0.29011406142254453, 0.4933242210261649, 0.892767961685083, 0.3907087083580565, 0.3612865025752513, 0.575605862609509, 0.11921128307823381, 0.6097567832822242], Time Step: 0.0012894129041842687s
00:11:22 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.007017722982422723A
00:11:22 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 51969)
00:11:22 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.5212695166663458, 0.6746153320947779, 0.776293801174653, 0.5092883005308225, 0.21284071962144957, 0.770399805976324, 0.9223647678668719, 0.7308141407520035, 0.9074833820504916, 0.6560900027086746], Time Step: 0.009867913851478925s
00:11:22 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.06593206940697999A
00:11:22 | INFO | base_ammeter.py:30 | Connected by ('127.0.0.1', 51970)
