22:06:37 | INFO | base_ammeter.py:19 | GreenleeAmmeter is running on port 5000
22:06:42 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55089)
22:06:42 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 3.391536103514251V, Resistance: 14.326999837155268Ω, Current: 0.23672339932040268A
22:06:42 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55090)
22:06:42 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 4.059932876731628V, Resistance: 46.107874271221895Ω, Current: 0.08805291809485183A
22:06:42 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55091)
22:06:42 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 1.712326039661896V, Resistance: 68.49122456492918Ω, Current: 0.025000663231515497A
22:06:42 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55092)
22:06:42 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 8.433074816871805V, Resistance: 98.3992493189864Ω, Current: 0.0857026336606881A
22:06:42 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55094)
22:06:42 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 3.1286114114090466V, Resistance: 8.37751615583398Ω, Current: 0.37345334263907415A
22:06:42 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55095)
22:06:42 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 4.367038244928562V, Resistance: 58.53968604263659Ω, Current: 0.07459961848356837A
22:06:43 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55096)
22:06:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 8.6137497264268V, Resistance: 92.47543689220761Ω, Current: 0.09314635340914657A
22:06:43 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55097)
22:06:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 3.3716671518364008V, Resistance: 58.620845204120165Ω, Current: 0.05751652232403198A
22:06:43 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55098)
22:06:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 3.0353705473635872V, Resistance: 28.44928677096002Ω, Current: 0.10669408241411456A
22:06:43 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55099)
22:06:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 5.632551048781675V, Resistance: 52.887906116456925Ω, Current: 0.10649979290878026A
22:06:43 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 55100)
22:06:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 2.565505645312101V, Resistance: 72.45086583668026Ω, Current: 0.035410282757631896A
22:06:43 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 57715)
22:06:43 | INFO | Greenlee_Ammeter.py:16 | Greenlee Ammeter - Voltage: 8.338816238511836V, Resistance: 99.59178000053682Ω, Current: 0.08372996484716799A
