22:18:31 | INFO | base_ammeter.py:19 | CircutorAmmeter is running on port 5002
22:18:47 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 58438)
22:18:47 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.4617194124735199, 0.9158835385419442, 0.6457860533376123, 0.8702809136946531, 0.814591112616567, 0.6369696141679562, 0.6385798962599009, 0.5270859550132488, 0.21503872639214658, 0.28006450777701486], Time Step: 0.009167133092820853s
22:18:47 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.05505779888287307A
22:18:47 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 58439)
22:18:47 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.8650234740779609, 0.4476266029908159, 0.3398207059265343, 0.16028982045895288, 0.24536663970898678, 0.6041909772229048, 0.6332787087419567, 0.35759048794181925, 0.5201826417656422, 0.32871188980133065], Time Step: 0.004698449311588314s
22:18:47 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.021152803832287237A
22:18:48 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 58440)
22:18:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.9215712052782294, 0.6207861025734672, 0.5304988524108816, 0.7523611716890436, 0.7614126240413442, 0.30448736399553095, 0.6781366356809286, 0.49091156518097845, 0.21483885092903787, 0.5773406870987366], Time Step: 0.007102177304936618s
22:18:48 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.04156439225782255A
22:18:48 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 58441)
22:18:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.7284687655496578, 0.9126521499115265, 0.9782286590321511, 0.8341522049983395, 0.11813785369160043, 0.5259329023270307, 0.5952302368183234, 0.2810807817515072, 0.49585735795903674, 0.5732446804610779], Time Step: 0.002088848239307967s
22:18:48 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.012622879815057563A
22:18:48 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 58442)
22:18:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.7123073045155995, 0.9376033986658353, 0.7538092162618362, 0.46340694369727586, 0.35828156785850285, 0.13091213585706007, 0.6476121266062542, 0.45095502734701776, 0.8930265001264002, 0.9685721498467978], Time Step: 0.006503339195969096s
22:18:48 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.041078253395914935A
22:18:48 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 58443)
22:18:48 | INFO | Circutor_Ammeter.py:16 | CIRCUTOR Ammeter - Voltages: [0.236683627312005, 0.9285329957467863, 0.4894401167741905, 0.573123087875389, 0.22551971835888104, 0.17287406730836158, 0.47502767581431726, 0.7035986989256976, 0.393469908115719, 0.4178771799782003], Time Step: 0.006961641879665961s
22:18:48 | INFO | Circutor_Ammeter.py:20 | CIRCUTOR Current: 0.032135962808437966A
22:18:48 | INFO | base_ammeter.py:23 | Connected by ('127.0.0.1', 58444)
