22:53:12 | INFO | base_ammeter.py:23 | EntesAmmeter is running on port 5001
22:53:22 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51191)
22:53:22 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.08911199397120877T, Calibration Factor: 1615.8741177784675, Current: 143.9937646417071A
22:53:22 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51193)
22:53:22 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.0967997888293042T, Calibration Factor: 1641.5977035601156, Current: 158.90631104728993A
22:53:22 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51194)
22:53:22 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.04499716535023273T, Calibration Factor: 1170.142298417483, Current: 52.65308648519286A
22:53:22 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51195)
22:53:22 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.05205587917585609T, Calibration Factor: 1536.5825473370576, Current: 79.98815542790705A
22:53:22 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51196)
22:53:22 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.022957103676749628T, Calibration Factor: 1070.759094900531, Current: 24.581527554454084A
22:53:22 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51197)
22:53:22 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.03797655477460443T, Calibration Factor: 1664.564350991483, Current: 63.21441925128193A
22:53:22 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51198)
22:53:22 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.0438866305896246T, Calibration Factor: 593.8999144922253, Current: 26.064266154529932A
22:53:22 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51199)
22:53:22 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.010425918270625865T, Calibration Factor: 552.4977874059542, Current: 5.760296776196103A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51200)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.07394845400251884T, Calibration Factor: 1446.2918397227163, Current: 106.95104558395364A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51201)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.08816409861880073T, Calibration Factor: 792.8523161320946, Current: 69.90110978961457A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51202)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.02880920202979944T, Calibration Factor: 1281.240921494818, Current: 36.91152855619061A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51204)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.0835554513759742T, Calibration Factor: 711.3531529509204, Current: 59.437433782536566A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51205)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.04264994107969347T, Calibration Factor: 932.4121617623512, Current: 39.7673237611539A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51206)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.018020537557002607T, Calibration Factor: 1566.6349582546632, Current: 28.23160410334137A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 51207)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.06389242247023151T, Calibration Factor: 885.0238448691762, Current: 56.546317392610035A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 61887)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.08032530576035506T, Calibration Factor: 1915.078604088003, Current: 153.8292744284828A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 61888)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.058863324355424254T, Calibration Factor: 1588.5799402855544, Current: 93.50909628954908A
22:53:23 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 61890)
22:53:23 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.04326307827760883T, Calibration Factor: 1524.5988251361052, Current: 65.95883831381377A
22:53:24 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 61891)
22:53:24 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.08046181044906867T, Calibration Factor: 1732.5805339526094, Current: 139.40656651064103A
22:53:24 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 61892)
22:53:24 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.09236861351227525T, Calibration Factor: 1692.4318192333037, Current: 156.32758060663792A
22:53:24 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 61894)
22:53:24 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.08866230530443091T, Calibration Factor: 626.8661444181572, Current: 55.579397481414134A
22:53:24 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 61895)
22:53:24 | INFO | Entes_Ammeter.py:16 | ENTES Ammeter - Magnetic Field: 0.028338456654116426T, Calibration Factor: 1259.6689772439508, Current: 35.69707471016287A
22:53:24 | INFO | base_ammeter.py:27 | Connected by ('127.0.0.1', 61897)
